,S_1_hruid,S_1_PFAF,S_1_area_org,ID_t,lat_t,lon_t,order_t,AS1,IDS1,lat_s,lon_s,ID_s,AS2,IDS2,AINT,AP1,AP2,weight,AP2N
368,3029355,3426323,1001134.8565458888,3029355,50.84610507287138,-112.07251811643727,69,1001134.8565458888,69,50.875,247.875,548,489385021.72829884,548,1001134.8565458888,1.0,0.0020456998316178703,1.0,0.0020456998316178703
1254,3029445,3429161,482311059.14158225,3029445,50.07132405604525,-112.1277188336144,216,482311059.1415825,216,50.125,247.875,404,497132598.0371947,404,244314686.4379149,0.5065500402846792,0.4914477292427234,0.5065500402846789,0.4914477292427232
1255,3029445,3429161,482311059.14158225,3029445,50.07132405604525,-112.1277188336144,216,482311059.1415825,216,50.125,247.625,403,497132598.0372331,403,110773282.4827889,0.2296718691873731,0.22282441932020008,0.22967186918737292,0.22282441932020008
1256,3029445,3429161,482311059.14158225,3029445,50.07132405604525,-112.1277188336144,216,482311059.1415825,216,50.125,248.125,405,497132598.0372331,405,104073411.44082493,0.21578068648488974,0.20934738911052111,0.2157806864848896,0.20934738911052106
1253,3029445,3429161,482311059.14158225,3029445,50.07132405604525,-112.1277188336144,216,482311059.1415825,216,49.875,248.125,357,499695571.0230504,357,863977.7185431098,0.0017913288575236443,0.0017290081574552428,0.001791328857523643,0.0017290081574552433
1252,3029445,3429161,482311059.14158225,3029445,50.07132405604525,-112.1277188336144,216,482311059.1415825,216,49.875,247.875,356,499695571.0230118,356,22285701.061510887,0.04620607518553481,0.04459855630876623,0.04620607518553478,0.04459855630876623
801,3029448,3426973,186832707.446613,3029448,51.656056941978,-115.24996248547578,140,186832707.4466108,140,51.625,244.875,680,481550441.34096086,680,81145818.2418752,0.43432340809525216,0.1685094878449505,0.434323408095252,0.16850948784495048
800,3029448,3426973,186832707.446613,3029448,51.656056941978,-115.24996248547578,140,186832707.4466108,140,51.625,244.625,679,481550441.34092367,679,105686889.20473568,0.5656765919047483,0.21947210537371814,0.5656765919047481,0.21947210537371825
1599,3029895,3429971,734891070.3746701,3029895,49.849135293262314,-114.1551694150152,279,734891070.3746716,279,50.125,245.625,395,497132598.0372331,395,1273632.4309009095,0.0017330900894626056,0.0025619571839171967,0.0017330900894626075,0.002561957183917197
1592,3029895,3429971,734891070.3746701,3029895,49.849135293262314,-114.1551694150152,279,734891070.3746716,279,49.625,245.875,300,502248690.66655284,300,110385484.49395259,0.15020659379855364,0.2197825231708537,0.1502065937985538,0.21978252317085345
1595,3029895,3429971,734891070.3746701,3029895,49.849135293262314,-114.1551694150152,279,734891070.3746716,279,49.875,245.875,348,499695571.0230118,348,425611480.7199646,0.5791490710357576,0.8517415510580231,0.5791490710357583,0.8517415510580231
1594,3029895,3429971,734891070.3746701,3029895,49.849135293262314,-114.1551694150152,279,734891070.3746716,279,49.875,245.625,347,499695571.0230504,347,155052596.02958396,0.21098718201941555,0.3102941171004126,0.21098718201941577,0.3102941171004127
1598,3029895,3429971,734891070.3746701,3029895,49.849135293262314,-114.1551694150152,279,734891070.3746716,279,50.125,245.875,396,497132598.0371947,396,17397376.813183572,0.023673408909859008,0.03499544564543306,0.023673408909859035,0.03499544564543306
1593,3029895,3429971,734891070.3746701,3029895,49.849135293262314,-114.1551694150152,279,734891070.3746716,279,49.625,246.125,301,502248690.66659164,301,4588135.723031644,0.006243286805339003,0.009135187026455369,0.00624328680533901,0.009135187026455367
1596,3029895,3429971,734891070.3746701,3029895,49.849135293262314,-114.1551694150152,279,734891070.3746716,279,49.875,246.125,349,499695571.02305037,349,20582364.16405346,0.02800736734161145,0.041189807069760914,0.02800736734161148,0.04118980706976091
936,3029981,34282,1968177731.1268644,3029981,50.378149422974545,-111.63936215372523,163,1968177731.1268678,163,50.375,248.625,455,494559817.8566507,455,382317146.4177589,0.19424929993434364,0.7730453073900443,0.19424929993434387,1.0
947,3029981,34282,1968177731.1268644,3029981,50.378149422974545,-111.63936215372523,163,1968177731.1268678,163,50.125,248.125,405,497132598.0372331,405,78270177.50998087,0.03976784020677227,0.15744326125264224,0.03976784020677231,0.1574432612526422
948,3029981,34282,1968177731.1268644,3029981,50.378149422974545,-111.63936215372523,163,1968177731.1268678,163,50.125,248.375,406,497132598.0372331,406,231010753.32144654,0.11737291285639269,0.46468639198780687,0.11737291285639281,0.4796322223521444
946,3029981,34282,1968177731.1268644,3029981,50.378149422974545,-111.63936215372523,163,1968177731.1268678,163,50.125,248.625,407,497132598.0371947,407,25460931.374158416,0.01293629684529604,0.05121557402327792,0.012936296845296054,0.32174586485614537
938,3029981,34282,1968177731.1268644,3029981,50.378149422974545,-111.63936215372523,163,1968177731.1268678,163,50.375,248.125,453,494559817.85668886,453,424839649.3786138,0.21585431166085522,0.8590258125291566,0.21585431166085547,0.8967255400842993
943,3029981,34282,1968177731.1268644,3029981,50.378149422974545,-111.63936215372523,163,1968177731.1268678,163,50.625,248.625,503,491977276.8745155,503,40698677.602378875,0.02067835488570288,0.08272471009420125,0.020678354885702903,0.21956802221562136
941,3029981,34282,1968177731.1268644,3029981,50.378149422974545,-111.63936215372523,163,1968177731.1268678,163,50.625,248.375,502,491977276.8745534,502,216370973.43929482,0.10993467206613143,0.43979871349722127,0.10993467206613156,0.44552545800237825
935,3029981,34282,1968177731.1268644,3029981,50.378149422974545,-111.63936215372523,163,1968177731.1268678,163,50.375,247.875,452,494559817.85665065,452,23325540.542160578,0.01185133851138824,0.047164245253991786,0.011851338511388254,0.04716424525399171
949,3029981,34282,1968177731.1268644,3029981,50.378149422974545,-111.63936215372523,163,1968177731.1268678,163,50.375,248.875,456,494559817.8566889,456,4189796.618855588,0.0021287694462718805,0.008471769172459714,0.0021287694462718827,1.0
937,3029981,34282,1968177731.1268644,3029981,50.378149422974545,-111.63936215372523,163,1968177731.1268678,163,50.375,248.375,454,494559817.8566889,454,493821905.1339035,0.25090310561087836,0.9985079404024707,0.25090310561087864,1.0
940,3029981,34282,1968177731.1268644,3029981,50.378149422974545,-111.63936215372523,163,1968177731.1268678,163,50.625,247.875,500,491977276.87451535,500,93171.9623543322,4.7339201577586785e-05,0.00018938265390272652,4.733920157758684e-05,0.00018938265390272646
939,3029981,34282,1968177731.1268644,3029981,50.378149422974545,-111.63936215372523,163,1968177731.1268678,163,50.625,248.125,501,491977276.8745534,501,47779007.825959064,0.024275758774388475,0.09711628986096847,0.024275758774388503,0.09711628986096839
33,3029997,342543,420399107.5592667,3029997,51.700072299821,-106.5440576027602,6,420399107.55926466,6,51.625,253.375,714,481550441.34092367,714,216346409.70359707,0.5146214770998252,0.44927050445880523,0.5146214770998243,0.4492705044588051
31,3029997,342543,420399107.5592667,3029997,51.700072299821,-106.5440576027602,6,420399107.55926466,6,51.875,253.625,763,478919800.79149055,763,17785308.41692111,0.042305771104459045,0.03713629795119784,0.04230577110445897,0.04178545147782069
32,3029997,342543,420399107.5592667,3029997,51.700072299821,-106.5440576027602,6,420399107.55926466,6,51.875,253.375,762,478919800.7914536,762,98758520.98250934,0.2349161052122051,0.20621097899753346,0.23491610521220468,0.2062109789975334
34,3029997,342543,420399107.5592667,3029997,51.700072299821,-106.5440576027602,6,420399107.55926466,6,51.625,253.625,715,481550441.34096086,715,87508868.4562379,0.20815664658351246,0.18172316115535944,0.2081566465835121,0.18172316115535933
885,3030067,342747,380951618.3100705,3030067,49.66087994406832,-111.10135084554445,154,380951618.31006956,154,49.625,249.125,313,502248690.66655284,313,84722580.46350121,0.22239721894170458,0.16868651335071225,0.22239721894170464,0.17421001748975354
886,3030067,342747,380951618.3100705,3030067,49.66087994406832,-111.10135084554445,154,380951618.31006956,154,49.625,248.875,312,502248690.66659164,312,253274081.94859987,0.6648457960938531,0.5042802234336358,0.6648457960938532,0.5042802234336353
889,3030067,342747,380951618.3100705,3030067,49.66087994406832,-111.10135084554445,154,380951618.31006956,154,49.875,248.875,360,499695571.02305037,360,4663637.464583169,0.012242072852378001,0.009332957374497203,0.012242072852378005,0.009332957374497195
887,3030067,342747,380951618.3100705,3030067,49.66087994406832,-111.10135084554445,154,380951618.31006956,154,49.875,248.625,359,499695571.0230118,359,395196.9827231441,0.0010373941564450313,0.000790875496282805,0.0010373941564450315,0.0008010163584581349
884,3030067,342747,380951618.3100705,3030067,49.66087994406832,-111.10135084554445,154,380951618.31006956,154,49.625,248.625,311,502248690.6665529,311,37896121.4506621,0.0994775179556191,0.07545290242642295,0.09947751795561913,0.07545290242642297
571,3030079,3426561,11538242.881784342,3030079,52.32375646898109,-113.06763242013275,101,11538242.881783966,101,52.375,246.875,832,473630135.82255274,832,11538242.881783966,1.0,0.024361293779893285,1.0,0.02436129377989329
1055,3030143,342865,191163285.71390906,3030143,50.55350714533805,-114.0029509613509,181,191163285.71391064,181,50.375,245.875,444,494559817.85665065,444,14538188.591436151,0.07605115457783865,0.029396218751540547,0.07605115457783866,0.029396218751540526
1054,3030143,342865,191163285.71390906,3030143,50.55350714533805,-114.0029509613509,181,191163285.71391064,181,50.625,246.125,493,491977276.8745534,493,82040556.79238263,0.4291648183697895,0.1667568008700973,0.4291648183697896,0.16675680087009734
1053,3030143,342865,191163285.71390906,3030143,50.55350714533805,-114.0029509613509,181,191163285.71391064,181,50.625,245.875,492,491977276.87451535,492,94584540.3300918,0.4947840270523716,0.1922538799575833,0.49478402705237173,0.19225387995758333
448,3030396,342643,783305421.2815247,3030396,51.336094763146264,-113.34636031154555,81,783305421.281522,81,51.375,246.375,638,484171556.7142416,638,184123154.06968313,0.23505921070793762,0.38028494552469705,0.23505921070793762,0.38028494552469677
443,3030396,342643,783305421.2815247,3030396,51.336094763146264,-113.34636031154555,81,783305421.281522,81,51.125,246.875,592,486783099.29954004,592,59339.065280212,7.575469755224046e-05,0.00012190042210914546,7.575469755224046e-05,0.00012190042210914551
444,3030396,342643,783305421.2815247,3030396,51.336094763146264,-113.34636031154555,81,783305421.281522,81,51.375,246.875,640,484171556.7142416,640,236812249.45845503,0.30232428248871274,0.48910813982041035,0.30232428248871274,0.48910813982041035
445,3030396,342643,783305421.2815247,3030396,51.336094763146264,-113.34636031154555,81,783305421.281522,81,51.375,247.125,641,484171556.7142416,641,10641518.869129276,0.013585401785831234,0.021978818709108738,0.013585401785831234,0.021978818709108734
447,3030396,342643,783305421.2815247,3030396,51.336094763146264,-113.34636031154555,81,783305421.281522,81,51.125,246.625,591,486783099.29950243,591,30470321.56609359,0.03889966893915123,0.06259527417846147,0.03889966893915123,0.06259527417846145
449,3030396,342643,783305421.2815247,3030396,51.336094763146264,-113.34636031154555,81,783305421.281522,81,51.375,246.625,639,484171556.7142042,639,304618317.88082886,0.3888883053847118,0.6291536825254656,0.3888883053847118,0.6291536825254659
446,3030396,342643,783305421.2815247,3030396,51.336094763146264,-113.34636031154555,81,783305421.281522,81,51.125,246.375,590,486783099.29954004,590,16580520.372052008,0.02116737599610322,0.03406141338084799,0.02116737599610322,0.034061413380847984
1508,3030413,342983,223826621.4079025,3030413,49.93024214966431,-113.56455459128527,262,223826621.4079029,262,49.875,246.375,350,499695571.02305037,350,175316139.4937942,0.7832675952084228,0.35084589430092644,0.7832675952084232,0.3508458943009265
1509,3030413,342983,223826621.4079025,3030413,49.93024214966431,-113.56455459128527,262,223826621.4079029,262,50.125,246.375,398,497132598.0372331,398,31520037.67474242,0.14082345288722437,0.06340368303987522,0.14082345288722442,0.06340368303987526
1507,3030413,342983,223826621.4079025,3030413,49.93024214966431,-113.56455459128527,262,223826621.4079029,262,49.875,246.625,351,499695571.0230118,351,16990444.239366166,0.07590895190435228,0.034001590617627725,0.0759089519043523,0.034001590617627725
329,3030738,342627,539946375.6194588,3030738,51.26871383329519,-111.63975324047667,63,539946375.6194608,63,50.875,248.375,550,489385021.7283366,550,9433707.23435542,0.01747156321501829,0.019276657060403827,0.017471563215018294,0.019276657060403834
338,3030738,342627,539946375.6194588,3030738,51.26871383329519,-111.63975324047667,63,539946375.6194608,63,51.625,248.375,694,481550441.34096086,694,16095.270530117108,2.9809016704022858e-05,3.342385168477269e-05,2.980901670402286e-05,3.414736227542814e-05
335,3030738,342627,539946375.6194588,3030738,51.26871383329519,-111.63975324047667,63,539946375.6194608,63,51.375,248.625,647,484171556.7142042,647,4887412.987601309,0.009051663661959315,0.010094382703456166,0.009051663661959317,0.010094382703456166
330,3030738,342627,539946375.6194588,3030738,51.26871383329519,-111.63975324047667,63,539946375.6194608,63,50.875,248.125,549,489385021.72833663,549,949190.7454366013,0.0017579352104134958,0.0019395582277618383,0.001757935210413496,0.0019395582277618405
334,3030738,342627,539946375.6194588,3030738,51.26871383329519,-111.63975324047667,63,539946375.6194608,63,51.125,248.125,597,486783099.29954004,597,15173128.714250252,0.02810117707863614,0.03117020442181278,0.028101177078636144,0.03117020442181278
332,3030738,342627,539946375.6194588,3030738,51.26871383329519,-111.63975324047667,63,539946375.6194608,63,51.125,248.375,598,486783099.29954004,598,189299733.49074236,0.35058987714023576,0.3888790177044695,0.3505898771402358,0.3888790177044693
336,3030738,342627,539946375.6194588,3030738,51.26871383329519,-111.63975324047667,63,539946375.6194608,63,51.375,248.375,646,484171556.7142416,646,320187107.1765447,0.5929979746770329,0.6613092048393899,0.592997974677033,0.6613092048393898
1206,3030854,3428991,1478047231.9542074,3030854,51.24951023220294,-115.8827726936869,208,1478047231.954212,208,51.125,244.375,582,486783099.29954004,582,345206193.58646894,0.23355559018912528,0.7091581324068272,0.2335555901891246,0.7270546503192656
1208,3030854,3428991,1478047231.9542074,3030854,51.24951023220294,-115.8827726936869,208,1478047231.954212,208,51.125,244.125,581,486783099.29954004,581,317568407.8913096,0.21485673869260186,0.6523817452747988,0.21485673869260125,1.0
1212,3030854,3428991,1478047231.9542074,3030854,51.24951023220294,-115.8827726936869,208,1478047231.954212,208,51.375,244.375,630,484171556.7142416,630,74823030.66503587,0.05062289556613695,0.15453826154681877,0.050622895566136805,0.1545382615468187
1209,3030854,3428991,1478047231.9542074,3030854,51.24951023220294,-115.8827726936869,208,1478047231.954212,208,51.125,243.875,580,486783099.29950243,580,22029507.887755465,0.014904468146548317,0.045255284991316834,0.014904468146548274,1.0
1213,3030854,3428991,1478047231.9542074,3030854,51.24951023220294,-115.8827726936869,208,1478047231.954212,208,51.375,243.625,627,484171556.7142416,627,32283029.58235061,0.021841676561084822,0.06667684033617051,0.02184167656108476,0.3919092256054447
